snapped_at,price,market_cap,total_volume
2020-03-27 00:00:00 UTC,2.518607935664803,72493362.74995182,2288694.1253055907
2020-03-28 00:00:00 UTC,2.3531597001569975,67241917.43649246,3211066.314778691
2020-03-29 00:00:00 UTC,2.316793705889079,66683472.16188731,2765735.4747224194
2020-03-30 00:00:00 UTC,2.193126723812122,63411805.97274424,2338936.2289008033
2020-03-31 00:00:00 UTC,2.400415602707751,69430964.4973246,2790019.7975545456
2020-04-01 00:00:00 UTC,2.4078171724760074,69486401.42192207,2841295.1414582995
2020-04-02 00:00:00 UTC,2.4494819459100836,70102731.53329422,2453553.043048233
2020-04-03 00:00:00 UTC,2.4961277642085995,71417258.77289721,4305185.653717224
2020-04-04 00:00:00 UTC,2.481252566845516,71498876.90829027,2263905.9102112763
2020-04-05 00:00:00 UTC,2.5384440814772593,73196804.81057349,2311406.4734212826
2020-04-06 00:00:00 UTC,2.518714750542898,72539209.06008655,1355413.7158009787
2020-04-07 00:00:00 UTC,2.7652570757860606,79522329.17337072,2306673.173996402
2020-04-08 00:00:00 UTC,2.6651676269317788,76817615.51326929,3028381.696444485
2020-04-09 00:00:00 UTC,2.7406652043716813,79096768.50391069,1365431.929999283
2020-04-10 00:00:00 UTC,2.7220338842930056,78437314.5777732,1369469.4898731422
2020-04-11 00:00:00 UTC,2.522403071338884,72765688.67348702,2101247.8963456852
2020-04-12 00:00:00 UTC,2.5369316054663478,73108942.58656903,1185145.5699423759
2020-04-13 00:00:00 UTC,2.55736125375257,74622251.34673914,1879969.84791259
2020-04-14 00:00:00 UTC,2.5792043375652565,74417049.39286672,3031416.794254177
2020-04-15 00:00:00 UTC,2.616997813828081,75584228.8766154,1815699.137827788
2020-04-16 00:00:00 UTC,2.5050761904798167,72352926.0952106,1820056.9932753236
2020-04-17 00:00:00 UTC,2.7050862140100755,272023644.51649076,3818522.452455998
2020-04-18 00:00:00 UTC,2.6964501210061234,271908374.19206095,2376485.6620659432
2020-04-19 00:00:00 UTC,2.7950889285713454,281431818.62018657,1688591.3277194416
2020-04-20 00:00:00 UTC,2.7413287731241485,275528841.9202654,1871450.7184044742
2020-04-21 00:00:00 UTC,2.5914288113610846,260714150.11469343,2076805.0835696177
2020-04-22 00:00:00 UTC,2.583113449694993,259368236.58475268,3048750.18361358
2020-04-23 00:00:00 UTC,2.711076947617735,271988646.3219029,1815827.497084318
2020-04-24 00:00:00 UTC,2.758929434209491,277140079.0496753,2826674.2282663626
2020-04-25 00:00:00 UTC,2.7867115201979704,280053360.0476131,2583506.0479993112
2020-04-26 00:00:00 UTC,2.8286022984705976,283995465.0466071,1895464.5755490924
2020-04-27 00:00:00 UTC,2.856176817852826,286696908.87993866,1749224.316383706
2020-04-28 00:00:00 UTC,2.886325242086779,289482303.60204947,2311897.073296573
2020-04-29 00:00:00 UTC,2.8822515300656475,289182311.27809596,2510537.665465677
2020-04-30 00:00:00 UTC,3.138229945405822,313639856.73193914,5437045.521806034
2020-05-01 00:00:00 UTC,3.0855054642498496,311468325.58471483,7555362.379805458
2020-05-02 00:00:00 UTC,3.177906252163306,318701267.54187125,2518748.667585533
2020-05-03 00:00:00 UTC,3.1999849133739295,321038220.1346042,2452560.096945184
2020-05-04 00:00:00 UTC,3.1552338979431926,316251609.0760356,2374543.4527530633
